State,County,Year,Poverty Rate
North Carolina,Orange County,2014,15.75
North Carolina,Orange County,2013,15.77
North Carolina,Orange County,2012,17.36
North Carolina,Orange County,2011,17.43
North Carolina,Orange County,2010,17.43
North Carolina,Orange County,2009,17.43
North Carolina,Pamlico County,2018,17.43
North Carolina,Pamlico County,2017,14.93
North Carolina,Pamlico County,2016,14.72
North Carolina,Pamlico County,2015,13.78
North Carolina,Pamlico County,2014,13.6
North Carolina,Pamlico County,2013,13.33
North Carolina,Pamlico County,2012,13.39
North Carolina,Pamlico County,2011,13.77
North Carolina,Pamlico County,2010,13.77
North Carolina,Pamlico County,2009,13.77
North Carolina,Pasquotank County,2018,16.19
North Carolina,Pasquotank County,2017,17.19
North Carolina,Pasquotank County,2016,17.48
North Carolina,Pasquotank County,2015,18.85
North Carolina,Pasquotank County,2014,19.24
North Carolina,Pasquotank County,2013,17.57
North Carolina,Pasquotank County,2012,17.62
North Carolina,Pasquotank County,2011,18.0
North Carolina,Pasquotank County,2010,18.0
North Carolina,Pasquotank County,2009,18.0
North Carolina,Pender County,2018,15.23
North Carolina,Pender County,2017,15.08
North Carolina,Pender County,2016,18.5
North Carolina,Pender County,2015,18.42
North Carolina,Pender County,2014,18.45
North Carolina,Pender County,2013,18.57
North Carolina,Pender County,2012,17.99
North Carolina,Pender County,2011,15.62
North Carolina,Pender County,2010,14.55
North Carolina,Pender County,2009,13.7
North Carolina,Perquimans County,2018,14.13
North Carolina,Perquimans County,2017,18.32
North Carolina,Perquimans County,2016,17.21
North Carolina,Perquimans County,2015,19.35
North Carolina,Perquimans County,2014,19.61
North Carolina,Perquimans County,2013,19.61
North Carolina,Perquimans County,2012,18.62
North Carolina,Perquimans County,2011,18.62
North Carolina,Perquimans County,2010,18.62
North Carolina,Perquimans County,2009,18.62
North Carolina,Person County,2018,29.44
North Carolina,Person County,2017,17.98
North Carolina,Person County,2016,18.38
North Carolina,Person County,2015,19.58
North Carolina,Person County,2014,19.88
North Carolina,Person County,2013,19.19
North Carolina,Person County,2012,16.35
North Carolina,Person County,2011,16.4
North Carolina,Person County,2010,16.4
North Carolina,Person County,2009,16.4
North Carolina,Pitt County,2018,85.93
North Carolina,Pitt County,2017,24.03
North Carolina,Pitt County,2016,24.46
North Carolina,Pitt County,2015,24.96
North Carolina,Pitt County,2014,25.49
North Carolina,Pitt County,2013,24.62
North Carolina,Pitt County,2012,23.65
North Carolina,Pitt County,2011,24.02
North Carolina,Pitt County,2010,24.02
North Carolina,Pitt County,2009,21.41
North Carolina,Polk County,2018,4.38
North Carolina,Polk County,2017,9.46
North Carolina,Polk County,2016,14.22
North Carolina,Polk County,2015,14.28
North Carolina,Polk County,2014,13.92
North Carolina,Polk County,2013,13.92
North Carolina,Polk County,2012,15.78
North Carolina,Polk County,2011,15.74
North Carolina,Polk County,2010,15.74
North Carolina,Polk County,2009,15.74
North Carolina,Randolph County,2018,16.08
North Carolina,Randolph County,2017,15.77
North Carolina,Randolph County,2016,16.84
North Carolina,Randolph County,2015,17.28
North Carolina,Randolph County,2014,17.61
North Carolina,Randolph County,2013,17.61
North Carolina,Randolph County,2012,17.05
North Carolina,Randolph County,2011,17.06
North Carolina,Randolph County,2010,17.06
North Carolina,Randolph County,2009,17.06
North Carolina,Richmond County,2018,17.06
North Carolina,Richmond County,2017,25.98
North Carolina,Richmond County,2016,26.07
North Carolina,Richmond County,2015,25.81
North Carolina,Richmond County,2014,25.75
North Carolina,Richmond County,2013,25.25
North Carolina,Richmond County,2012,24.57
North Carolina,Richmond County,2011,24.84
North Carolina,Richmond County,2010,24.84
North Carolina,Richmond County,2009,24.84
North Carolina,Robeson County,2018,41.63
North Carolina,Robeson County,2017,28.12
North Carolina,Robeson County,2016,30.77
North Carolina,Robeson County,2015,30.77
North Carolina,Robeson County,2014,31.53
North Carolina,Robeson County,2013,31.68
North Carolina,Robeson County,2012,31.87
North Carolina,Robeson County,2011,31.95
North Carolina,Robeson County,2010,31.95
North Carolina,Robeson County,2009,31.95
North Carolina,Rockingham County,2018,17.31
North Carolina,Rockingham County,2017,18.04
North Carolina,Rockingham County,2016,19.36
North Carolina,Rockingham County,2015,19.28
North Carolina,Rockingham County,2014,18.69
North Carolina,Rockingham County,2013,18.69
North Carolina,Rockingham County,2012,17.13
North Carolina,Rockingham County,2011,17.18
North Carolina,Rockingham County,2010,17.18
North Carolina,Rockingham County,2009,17.18
North Carolina,Rowan County,2018,16.45
North Carolina,Rowan County,2017,16.53
North Carolina,Rowan County,2016,17.78
North Carolina,Rowan County,2015,18.01
North Carolina,Rowan County,2014,18.06
North Carolina,Rowan County,2013,18.06
North Carolina,Rowan County,2012,18.54
North Carolina,Rowan County,2011,18.54
North Carolina,Rowan County,2010,18.54
North Carolina,Rowan County,2009,16.53
North Carolina,Rutherford County,2018,8.83
North Carolina,Rutherford County,2017,17.96
North Carolina,Rutherford County,2016,19.35
North Carolina,Rutherford County,2015,19.32
North Carolina,Rutherford County,2014,19.88
North Carolina,Rutherford County,2013,19.88
North Carolina,Rutherford County,2012,20.44
North Carolina,Rutherford County,2011,20.3
North Carolina,Rutherford County,2010,20.3
North Carolina,Rutherford County,2009,20.3
North Carolina,Sampson County,2018,24.07
North Carolina,Sampson County,2017,24.07
North Carolina,Sampson County,2016,24.07
North Carolina,Sampson County,2015,25.41
North Carolina,Sampson County,2014,25.46
North Carolina,Sampson County,2013,25.46
North Carolina,Sampson County,2012,21.23
North Carolina,Sampson County,2011,21.31
North Carolina,Sampson County,2010,18.8
North Carolina,Sampson County,2009,18.77
North Carolina,Scotland County,2018,27.56
North Carolina,Scotland County,2017,27.68
North Carolina,Scotland County,2016,31.49
North Carolina,Scotland County,2015,31.51
North Carolina,Scotland County,2014,31.25
North Carolina,Scotland County,2013,31.09
North Carolina,Scotland County,2012,30.06
North Carolina,Scotland County,2011,30.56
North Carolina,Scotland County,2010,30.56
North Carolina,Scotland County,2009,30.56
North Carolina,Stanly County,2018,24.59
North Carolina,Stanly County,2017,14.32
North Carolina,Stanly County,2016,17.02
North Carolina,Stanly County,2015,17.38
North Carolina,Stanly County,2014,17.69
North Carolina,Stanly County,2013,17.69
North Carolina,Stanly County,2012,15.04
North Carolina,Stanly County,2011,14.95
North Carolina,Stanly County,2010,14.95
North Carolina,Stanly County,2009,14.95
North Carolina,Stokes County,2018,13.59
North Carolina,Stokes County,2017,13.85
North Carolina,Stokes County,2016,15.24
North Carolina,Stokes County,2015,16.71
North Carolina,Stokes County,2014,16.98
North Carolina,Stokes County,2013,16.98
North Carolina,Stokes County,2012,17.4
North Carolina,Stokes County,2011,17.45
North Carolina,Stokes County,2010,17.45
North Carolina,Stokes County,2009,17.45
North Carolina,Surry County,2018,17.45
North Carolina,Surry County,2017,17.57
North Carolina,Surry County,2016,17.72
North Carolina,Surry County,2015,19.67
North Carolina,Surry County,2014,19.71
North Carolina,Surry County,2013,19.71
North Carolina,Surry County,2012,18.27
North Carolina,Surry County,2011,18.26
North Carolina,Surry County,2010,18.26
North Carolina,Surry County,2009,18.26
North Carolina,Swain County,2018,3.43
North Carolina,Swain County,2017,17.32
North Carolina,Swain County,2016,23.38
North Carolina,Swain County,2015,23.8
North Carolina,Swain County,2014,24.48
North Carolina,Swain County,2013,25.54
North Carolina,Swain County,2012,22.7
North Carolina,Swain County,2011,22.45
North Carolina,Swain County,2010,22.45
North Carolina,Swain County,2009,22.45
North Carolina,Transylvania County,2018,25.79
North Carolina,Transylvania County,2017,15.35
North Carolina,Transylvania County,2016,14.61
North Carolina,Transylvania County,2015,12.79
North Carolina,Transylvania County,2014,12.62
North Carolina,Transylvania County,2013,12.62
North Carolina,Transylvania County,2012,14.24
North Carolina,Transylvania County,2011,14.24
North Carolina,Transylvania County,2010,14.24
North Carolina,Transylvania County,2009,14.24
North Carolina,Tyrrell County,2018,14.24
North Carolina,Tyrrell County,2017,26.65
North Carolina,Tyrrell County,2016,26.03
North Carolina,Tyrrell County,2015,22.46
North Carolina,Tyrrell County,2014,21.84
North Carolina,Tyrrell County,2013,21.7
North Carolina,Tyrrell County,2012,21.77
North Carolina,Tyrrell County,2011,21.62
North Carolina,Tyrrell County,2010,21.62
North Carolina,Tyrrell County,2009,21.62
North Carolina,Union County,2018,9.05
North Carolina,Union County,2017,8.9
North Carolina,Union County,2016,9.64
North Carolina,Union County,2015,9.67
North Carolina,Union County,2014,10.16
North Carolina,Union County,2013,10.17
North Carolina,Union County,2012,9.6
North Carolina,Union County,2011,9.7
North Carolina,Union County,2010,9.7
North Carolina,Union County,2009,9.17
North Carolina,Vance County,2018,9.24
North Carolina,Vance County,2017,23.17
North Carolina,Vance County,2016,25.18
North Carolina,Vance County,2015,25.33
North Carolina,Vance County,2014,25.11
North Carolina,Vance County,2013,27.27
North Carolina,Vance County,2012,28.15
North Carolina,Vance County,2011,28.16
North Carolina,Vance County,2010,28.16
North Carolina,Vance County,2009,28.16
North Carolina,Wake County,2018,224.02
North Carolina,Wake County,2017,9.75
North Carolina,Wake County,2016,10.72
North Carolina,Wake County,2015,10.78
North Carolina,Wake County,2014,11.29
North Carolina,Wake County,2013,11.3
North Carolina,Wake County,2012,10.92
North Carolina,Wake County,2011,10.94
North Carolina,Wake County,2010,10.94
North Carolina,Wake County,2009,8.77
North Carolina,Warren County,2018,3.48
North Carolina,Warren County,2017,19.2
North Carolina,Warren County,2016,19.2
North Carolina,Warren County,2015,24.15
North Carolina,Warren County,2014,24.14
North Carolina,Warren County,2013,24.14
North Carolina,Warren County,2012,24.14
North Carolina,Warren County,2011,24.51
North Carolina,Warren County,2010,24.36
North Carolina,Warren County,2009,24.36
North Carolina,Washington County,2018,15.92
North Carolina,Washington County,2017,23.82
North Carolina,Washington County,2016,23.78
North Carolina,Washington County,2015,22.62
North Carolina,Washington County,2014,21.84
North Carolina,Washington County,2013,21.84
North Carolina,Washington County,2012,26.69
North Carolina,Washington County,2011,26.52
North Carolina,Washington County,2010,26.52
North Carolina,Washington County,2009,26.52
North Carolina,Watauga County,2018,45.73
North Carolina,Watauga County,2017,28.04
North Carolina,Watauga County,2016,30.14
North Carolina,Watauga County,2015,31.3
North Carolina,Watauga County,2014,31.38
North Carolina,Watauga County,2013,31.38
North Carolina,Watauga County,2012,28.55
North Carolina,Watauga County,2011,28.81
North Carolina,Watauga County,2010,28.81
North Carolina,Watauga County,2009,28.81
North Carolina,Wayne County,2018,37.92
North Carolina,Wayne County,2017,21.22
North Carolina,Wayne County,2016,21.68
North Carolina,Wayne County,2015,22.27
North Carolina,Wayne County,2014,22.3
North Carolina,Wayne County,2013,22.3
North Carolina,Wayne County,2012,21.29
North Carolina,Wayne County,2011,21.65
North Carolina,Wayne County,2010,21.65
North Carolina,Wayne County,2009,21.65
North Carolina,Wilkes County,2018,18.77
North Carolina,Wilkes County,2017,20.7
North Carolina,Wilkes County,2016,21.11
North Carolina,Wilkes County,2015,22.67
North Carolina,Wilkes County,2014,23.29
North Carolina,Wilkes County,2013,23.29
North Carolina,Wilkes County,2012,22.51
North Carolina,Wilkes County,2011,22.43
North Carolina,Wilkes County,2010,22.43
North Carolina,Wilkes County,2009,22.43
North Carolina,Wilson County,2018,22.43
North Carolina,Wilson County,2017,20.76
North Carolina,Wilson County,2016,22.41
North Carolina,Wilson County,2015,22.85
North Carolina,Wilson County,2014,23.09
North Carolina,Wilson County,2013,23.09
North Carolina,Wilson County,2012,22.78
North Carolina,Wilson County,2011,22.84
North Carolina,Wilson County,2010,22.84
North Carolina,Wilson County,2009,22.84
North Carolina,Yadkin County,2018,22.84
North Carolina,Yadkin County,2017,16.99
North Carolina,Yadkin County,2016,18.51
North Carolina,Yadkin County,2015,20.15
North Carolina,Yadkin County,2014,20.29
North Carolina,Yadkin County,2013,20.29
North Carolina,Yadkin County,2012,17.19
North Carolina,Yadkin County,2011,16.95
North Carolina,Yadkin County,2010,16.95
North Carolina,Yadkin County,2009,16.95
North Carolina,Yancey County,2018,14.1
North Carolina,Yancey County,2017,19.28
North Carolina,Yancey County,2016,21.19
North Carolina,Yancey County,2015,21.44
North Carolina,Yancey County,2014,21.68
North Carolina,Yancey County,2013,20.74
North Carolina,Yancey County,2012,18.87
North Carolina,Yancey County,2011,18.9
North Carolina,Yancey County,2010,18.9
North Carolina,Yancey County,2009,18.9
North Dakota,Adams County,2018,0.23
North Dakota,Adams County,2017,8.47
North Dakota,Adams County,2016,10.33
North Dakota,Adams County,2015,10.12
North Dakota,Adams County,2014,9.63
North Dakota,Adams County,2013,9.63
North Dakota,Adams County,2012,9.41
North Dakota,Adams County,2011,10.45
North Dakota,Adams County,2010,10.45
North Dakota,Adams County,2009,10.45
North Dakota,Barnes County,2018,35.21
North Dakota,Barnes County,2017,10.44
North Dakota,Barnes County,2016,9.83
North Dakota,Barnes County,2015,9.77
North Dakota,Barnes County,2014,7.97
North Dakota,Barnes County,2013,7.97
North Dakota,Barnes County,2012,10.47
North Dakota,Barnes County,2011,10.61
North Dakota,Barnes County,2010,10.61
North Dakota,Barnes County,2009,10.61
North Dakota,Benson County,2018,34.67
North Dakota,Benson County,2017,33.85
North Dakota,Benson County,2016,33.42
North Dakota,Benson County,2015,33.46
North Dakota,Benson County,2014,33.51
North Dakota,Benson County,2013,31.57
North Dakota,Benson County,2012,33.59
North Dakota,Benson County,2011,32.51
North Dakota,Benson County,2010,31.91
North Dakota,Benson County,2009,31.63
North Dakota,Billings County,2018,5.03
North Dakota,Billings County,2017,8.56
North Dakota,Billings County,2016,10.91
North Dakota,Billings County,2015,10.9
North Dakota,Billings County,2014,10.32
North Dakota,Billings County,2013,9.49
North Dakota,Billings County,2012,8.58
North Dakota,Billings County,2011,8.71
North Dakota,Billings County,2010,8.71
North Dakota,Billings County,2009,8.71
North Dakota,Bottineau County,2018,13.08
North Dakota,Bottineau County,2017,9.75
North Dakota,Bottineau County,2016,8.95
North Dakota,Bottineau County,2015,8.7
North Dakota,Bottineau County,2014,8.53
North Dakota,Bottineau County,2013,9.16
North Dakota,Bottineau County,2012,12.31
North Dakota,Bottineau County,2011,12.47
North Dakota,Bottineau County,2010,12.47
North Dakota,Bottineau County,2009,12.47
North Dakota,Bowman County,2018,5.9
North Dakota,Bowman County,2017,8.04
North Dakota,Bowman County,2016,7.78
North Dakota,Bowman County,2015,7.5
North Dakota,Bowman County,2014,7.44
North Dakota,Bowman County,2013,7.63
North Dakota,Bowman County,2012,6.79
North Dakota,Bowman County,2011,6.6
North Dakota,Bowman County,2010,6.6
North Dakota,Bowman County,2009,6.6
North Dakota,Burke County,2018,5.81
North Dakota,Burke County,2017,6.91
North Dakota,Burke County,2016,11.46
North Dakota,Burke County,2015,12.75
North Dakota,Burke County,2014,13.63
North Dakota,Burke County,2013,12.55
North Dakota,Burke County,2012,11.27
North Dakota,Burke County,2011,11.19
North Dakota,Burke County,2010,11.19
North Dakota,Burke County,2009,11.19
North Dakota,Burleigh County,2018,8.34
North Dakota,Burleigh County,2017,8.36
North Dakota,Burleigh County,2016,7.74
North Dakota,Burleigh County,2015,7.86
North Dakota,Burleigh County,2014,8.17
North Dakota,Burleigh County,2013,8.05
North Dakota,Burleigh County,2012,8.36
North Dakota,Burleigh County,2011,8.41
North Dakota,Burleigh County,2010,8.41
North Dakota,Burleigh County,2009,8.41
North Dakota,Cass County,2018,8.41
North Dakota,Cass County,2017,11.11
North Dakota,Cass County,2016,11.33
North Dakota,Cass County,2015,12.03
North Dakota,Cass County,2014,12.1
North Dakota,Cass County,2013,12.1
North Dakota,Cass County,2012,12.69
North Dakota,Cass County,2011,12.72
North Dakota,Cass County,2010,12.18
North Dakota,Cass County,2009,11.71
North Dakota,Cavalier County,2018,1.09
North Dakota,Cavalier County,2017,10.02
North Dakota,Cavalier County,2016,5.51
North Dakota,Cavalier County,2015,5.05
North Dakota,Cavalier County,2014,4.77
North Dakota,Cavalier County,2013,4.76
North Dakota,Cavalier County,2012,7.56
North Dakota,Cavalier County,2011,7.65
North Dakota,Cavalier County,2010,7.65
North Dakota,Cavalier County,2009,7.65
North Dakota,Dickey County,2018,7.44
North Dakota,Dickey County,2017,6.09
North Dakota,Dickey County,2016,7.95
North Dakota,Dickey County,2015,8.3
North Dakota,Dickey County,2014,8.18
North Dakota,Dickey County,2013,8.49
North Dakota,Dickey County,2012,9.95
North Dakota,Dickey County,2011,9.97
North Dakota,Dickey County,2010,9.97
North Dakota,Dickey County,2009,9.97
North Dakota,Divide County,2018,7.68
North Dakota,Divide County,2017,13.65
North Dakota,Divide County,2016,9.65
North Dakota,Divide County,2015,9.17
North Dakota,Divide County,2014,7.89
North Dakota,Divide County,2013,7.9
North Dakota,Divide County,2012,8.96
North Dakota,Divide County,2011,9.47
North Dakota,Divide County,2010,9.47
North Dakota,Divide County,2009,9.47
North Dakota,Dunn County,2018,17.13
North Dakota,Dunn County,2017,8.89
North Dakota,Dunn County,2016,11.73
North Dakota,Dunn County,2015,11.73
North Dakota,Dunn County,2014,12.4
North Dakota,Dunn County,2013,10.54
North Dakota,Dunn County,2012,8.93
North Dakota,Dunn County,2011,9.01
North Dakota,Dunn County,2010,9.01
North Dakota,Dunn County,2009,9.01
North Dakota,Eddy County,2018,13.65
North Dakota,Eddy County,2017,13.69
North Dakota,Eddy County,2016,13.5
North Dakota,Eddy County,2015,13.53
North Dakota,Eddy County,2014,13.69
North Dakota,Eddy County,2013,13.69
North Dakota,Eddy County,2012,17.83
North Dakota,Eddy County,2011,17.89
North Dakota,Eddy County,2010,17.89
North Dakota,Eddy County,2009,17.06
North Dakota,Emmons County,2018,12.31
North Dakota,Emmons County,2017,11.33
North Dakota,Emmons County,2016,11.98
North Dakota,Emmons County,2015,11.56
North Dakota,Emmons County,2014,11.33
North Dakota,Emmons County,2013,11.33
North Dakota,Emmons County,2012,14.65
North Dakota,Emmons County,2011,14.72
North Dakota,Emmons County,2010,14.72
North Dakota,Emmons County,2009,14.72
North Dakota,Foster County,2018,7.09
North Dakota,Foster County,2017,7.21
North Dakota,Foster County,2016,9.23
North Dakota,Foster County,2015,9.5
North Dakota,Foster County,2014,9.6
North Dakota,Foster County,2013,9.96
North Dakota,Foster County,2012,10.8
North Dakota,Foster County,2011,10.76
North Dakota,Foster County,2010,10.76
North Dakota,Foster County,2009,10.76
North Dakota,Golden Valley County,2018,5.07
North Dakota,Golden Valley County,2017,6.52
North Dakota,Golden Valley County,2016,9.51
North Dakota,Golden Valley County,2015,9.5
North Dakota,Golden Valley County,2014,9.88
North Dakota,Golden Valley County,2013,11.1
North Dakota,Golden Valley County,2012,12.54
North Dakota,Golden Valley County,2011,12.87
North Dakota,Golden Valley County,2010,12.87
North Dakota,Golden Valley County,2009,12.87
North Dakota,Grand Forks County,2018,21.97
North Dakota,Grand Forks County,2017,17.03
North Dakota,Grand Forks County,2016,17.51
North Dakota,Grand Forks County,2015,17.41
North Dakota,Grand Forks County,2014,17.47
North Dakota,Grand Forks County,2013,17.47
North Dakota,Grand Forks County,2012,16.16
North Dakota,Grand Forks County,2011,16.55
North Dakota,Grand Forks County,2010,16.55
North Dakota,Grand Forks County,2009,16.55
North Dakota,Grant County,2018,16.55
North Dakota,Grant County,2017,12.62
North Dakota,Grant County,2016,13.3
North Dakota,Grant County,2015,14.59
North Dakota,Grant County,2014,14.88
North Dakota,Grant County,2013,14.88
North Dakota,Grant County,2012,13.78
North Dakota,Grant County,2011,13.78
North Dakota,Grant County,2010,13.78
North Dakota,Grant County,2009,13.78
North Dakota,Griggs County,2018,13.78
North Dakota,Griggs County,2017,8.05
North Dakota,Griggs County,2016,7.66
North Dakota,Griggs County,2015,7.87
North Dakota,Griggs County,2014,8.0
North Dakota,Griggs County,2013,7.86
North Dakota,Griggs County,2012,7.51
North Dakota,Griggs County,2011,7.52
North Dakota,Griggs County,2010,7.52
North Dakota,Griggs County,2009,7.52
North Dakota,Hettinger County,2018,9.29
North Dakota,Hettinger County,2017,9.47
North Dakota,Hettinger County,2016,8.49
North Dakota,Hettinger County,2015,8.35
North Dakota,Hettinger County,2014,8.81
North Dakota,Hettinger County,2013,8.82
North Dakota,Hettinger County,2012,11.79
North Dakota,Hettinger County,2011,11.88
North Dakota,Hettinger County,2010,11.88
North Dakota,Hettinger County,2009,11.88
North Dakota,Kidder County,2018,11.0
North Dakota,Kidder County,2017,7.0
North Dakota,Kidder County,2016,6.88
North Dakota,Kidder County,2015,7.19
North Dakota,Kidder County,2014,7.62
North Dakota,Kidder County,2013,7.62
North Dakota,Kidder County,2012,13.56
North Dakota,Kidder County,2011,13.66
North Dakota,Kidder County,2010,13.66
North Dakota,Kidder County,2009,13.66
North Dakota,LaMoure County,2018,14.73
North Dakota,LaMoure County,2017,11.04
North Dakota,LaMoure County,2016,9.83
North Dakota,LaMoure County,2015,9.56
North Dakota,LaMoure County,2014,9.53
North Dakota,LaMoure County,2013,9.29
North Dakota,LaMoure County,2012,8.92
North Dakota,LaMoure County,2011,8.93
North Dakota,LaMoure County,2010,8.93
North Dakota,LaMoure County,2009,8.93
North Dakota,Logan County,2018,7.79
North Dakota,Logan County,2017,7.56
North Dakota,Logan County,2016,7.16
North Dakota,Logan County,2015,7.78
North Dakota,Logan County,2014,8.08
North Dakota,Logan County,2013,8.08
North Dakota,Logan County,2012,10.66
North Dakota,Logan County,2011,10.69
North Dakota,Logan County,2010,10.69
North Dakota,Logan County,2009,10.69
North Dakota,McHenry County,2018,16.21
North Dakota,McHenry County,2017,8.63
North Dakota,McHenry County,2016,9.91
North Dakota,McHenry County,2015,10.66
North Dakota,McHenry County,2014,12.88
North Dakota,McHenry County,2013,12.88
North Dakota,McHenry County,2012,13.94
North Dakota,McHenry County,2011,13.28
North Dakota,McHenry County,2010,12.52
North Dakota,McHenry County,2009,12.52
North Dakota,McIntosh County,2018,5.8
North Dakota,McIntosh County,2017,8.1
North Dakota,McIntosh County,2016,9.89
North Dakota,McIntosh County,2015,10.93
North Dakota,McIntosh County,2014,11.73
North Dakota,McIntosh County,2013,11.73
North Dakota,McIntosh County,2012,12.11
North Dakota,McIntosh County,2011,12.18
North Dakota,McIntosh County,2010,12.18
North Dakota,McIntosh County,2009,12.18
North Dakota,McKenzie County,2018,17.88
North Dakota,McKenzie County,2017,13.52
North Dakota,McKenzie County,2016,12.5
North Dakota,McKenzie County,2015,12.81
North Dakota,McKenzie County,2014,13.26
North Dakota,McKenzie County,2013,12.43
North Dakota,McKenzie County,2012,12.9
North Dakota,McKenzie County,2011,13.2
North Dakota,McKenzie County,2010,13.2
North Dakota,McKenzie County,2009,13.2
North Dakota,McLean County,2018,8.2
North Dakota,McLean County,2017,8.18
North Dakota,McLean County,2016,9.77
North Dakota,McLean County,2015,10.56
North Dakota,McLean County,2014,11.63
North Dakota,McLean County,2013,11.63
North Dakota,McLean County,2012,10.54
North Dakota,McLean County,2011,10.56
North Dakota,McLean County,2010,10.56
North Dakota,McLean County,2009,8.88
North Dakota,Mercer County,2018,8.43
North Dakota,Mercer County,2017,7.26
North Dakota,Mercer County,2016,7.33
North Dakota,Mercer County,2015,8.11
North Dakota,Mercer County,2014,8.18
North Dakota,Mercer County,2013,7.97
North Dakota,Mercer County,2012,7.23
North Dakota,Mercer County,2011,7.24
North Dakota,Mercer County,2010,7.24
North Dakota,Mercer County,2009,7.24
North Dakota,Morton County,2018,8.44
North Dakota,Morton County,2017,8.12
North Dakota,Morton County,2016,8.63
North Dakota,Morton County,2015,8.31
North Dakota,Morton County,2014,7.99
North Dakota,Morton County,2013,7.99
North Dakota,Morton County,2012,8.73
North Dakota,Morton County,2011,8.77
North Dakota,Morton County,2010,8.77
North Dakota,Morton County,2009,8.77
North Dakota,Mountrail County,2018,8.77
North Dakota,Mountrail County,2017,10.99
North Dakota,Mountrail County,2016,11.28
North Dakota,Mountrail County,2015,12.99
North Dakota,Mountrail County,2014,13.46
North Dakota,Mountrail County,2013,12.11
North Dakota,Mountrail County,2012,11.82
North Dakota,Mountrail County,2011,12.24
North Dakota,Mountrail County,2010,12.24
North Dakota,Mountrail County,2009,12.24
North Dakota,Nelson County,2018,12.24
North Dakota,Nelson County,2017,8.61
North Dakota,Nelson County,2016,8.41
North Dakota,Nelson County,2015,8.44
North Dakota,Nelson County,2014,8.4
North Dakota,Nelson County,2013,8.4
North Dakota,Nelson County,2012,8.28
North Dakota,Nelson County,2011,8.44
North Dakota,Nelson County,2010,8.44
North Dakota,Nelson County,2009,8.44
North Dakota,Oliver County,2018,6.79
North Dakota,Oliver County,2017,5.52
North Dakota,Oliver County,2016,3.78
North Dakota,Oliver County,2015,6.93
North Dakota,Oliver County,2014,7.68
North Dakota,Oliver County,2013,7.68
North Dakota,Oliver County,2012,11.44
North Dakota,Oliver County,2011,11.44
North Dakota,Oliver County,2010,11.44
North Dakota,Oliver County,2009,11.44
North Dakota,Pembina County,2018,11.44
North Dakota,Pembina County,2017,5.65
North Dakota,Pembina County,2016,5.64
North Dakota,Pembina County,2015,6.44
North Dakota,Pembina County,2014,6.45
North Dakota,Pembina County,2013,7.7
North Dakota,Pembina County,2012,8.34
North Dakota,Pembina County,2011,8.21
North Dakota,Pembina County,2010,8.21
North Dakota,Pembina County,2009,8.21
North Dakota,Pierce County,2018,13.62
North Dakota,Pierce County,2017,17.21
North Dakota,Pierce County,2016,18.41
North Dakota,Pierce County,2015,17.36
North Dakota,Pierce County,2014,16.48
North Dakota,Pierce County,2013,16.48
North Dakota,Pierce County,2012,10.13
North Dakota,Pierce County,2011,10.07
North Dakota,Pierce County,2010,10.07
North Dakota,Pierce County,2009,10.07
North Dakota,Ramsey County,2018,30.31
North Dakota,Ramsey County,2017,11.61
North Dakota,Ramsey County,2016,10.98
North Dakota,Ramsey County,2015,10.78
North Dakota,Ramsey County,2014,10.09
North Dakota,Ramsey County,2013,10.49
North Dakota,Ramsey County,2012,11.68
North Dakota,Ramsey County,2011,11.68
North Dakota,Ramsey County,2010,11.68
North Dakota,Ramsey County,2009,11.68
North Dakota,Ransom County,2018,11.68
North Dakota,Ransom County,2017,6.49
North Dakota,Ransom County,2016,8.43
North Dakota,Ransom County,2015,9.23
North Dakota,Ransom County,2014,9.27
North Dakota,Ransom County,2013,9.33
North Dakota,Ransom County,2012,10.49
North Dakota,Ransom County,2011,10.56
North Dakota,Ransom County,2010,10.56
North Dakota,Ransom County,2009,10.56
North Dakota,Renville County,2018,2.66
North Dakota,Renville County,2017,4.8
North Dakota,Renville County,2016,4.8
North Dakota,Renville County,2015,7.42
North Dakota,Renville County,2014,7.42
North Dakota,Renville County,2013,7.42
North Dakota,Renville County,2012,7.4
North Dakota,Renville County,2011,7.5
North Dakota,Renville County,2010,7.5
North Dakota,Renville County,2009,7.5
North Dakota,Richland County,2018,51.68
North Dakota,Richland County,2017,9.45
North Dakota,Richland County,2016,9.9
North Dakota,Richland County,2015,10.17
North Dakota,Richland County,2014,10.77
North Dakota,Richland County,2013,10.77
North Dakota,Richland County,2012,11.76
North Dakota,Richland County,2011,11.76
North Dakota,Richland County,2010,11.76
North Dakota,Richland County,2009,11.76
North Dakota,Rolette County,2018,18.38
North Dakota,Rolette County,2017,31.54
North Dakota,Rolette County,2016,31.62
North Dakota,Rolette County,2015,34.05
North Dakota,Rolette County,2014,35.53
North Dakota,Rolette County,2013,35.36
North Dakota,Rolette County,2012,35.88
North Dakota,Rolette County,2011,36.24
North Dakota,Rolette County,2010,36.24
North Dakota,Rolette County,2009,36.24
North Dakota,Sargent County,2018,36.24
North Dakota,Sargent County,2017,3.83
North Dakota,Sargent County,2016,5.71
North Dakota,Sargent County,2015,5.79
North Dakota,Sargent County,2014,5.81
North Dakota,Sargent County,2013,6.23
North Dakota,Sargent County,2012,7.96
North Dakota,Sargent County,2011,8.33
North Dakota,Sargent County,2010,8.33
North Dakota,Sargent County,2009,8.33
