State,County,Year,Poverty Rate
Louisiana,Caddo Parish,2017,23.52
Louisiana,Caddo Parish,2016,22.43
Louisiana,Caddo Parish,2015,21.78
Louisiana,Caddo Parish,2014,21.53
Louisiana,Caddo Parish,2013,18.0
Louisiana,Caddo Parish,2012,18.33
Louisiana,Caddo Parish,2011,19.27
Louisiana,Caddo Parish,2010,19.27
Louisiana,Caddo Parish,2009,19.27
Louisiana,Calcasieu Parish,2018,14.35
Louisiana,Calcasieu Parish,2017,16.79
Louisiana,Calcasieu Parish,2016,17.12
Louisiana,Calcasieu Parish,2015,17.03
Louisiana,Calcasieu Parish,2014,17.11
Louisiana,Calcasieu Parish,2013,15.86
Louisiana,Calcasieu Parish,2012,16.06
Louisiana,Calcasieu Parish,2011,16.79
Louisiana,Calcasieu Parish,2010,16.79
Louisiana,Calcasieu Parish,2009,16.79
Louisiana,Caldwell Parish,2018,1.55
Louisiana,Caldwell Parish,2017,26.53
Louisiana,Caldwell Parish,2016,25.52
Louisiana,Caldwell Parish,2015,22.03
Louisiana,Caldwell Parish,2014,21.61
Louisiana,Caldwell Parish,2013,19.98
Louisiana,Caldwell Parish,2012,21.27
Louisiana,Caldwell Parish,2011,22.23
Louisiana,Caldwell Parish,2010,22.23
Louisiana,Caldwell Parish,2009,22.23
Louisiana,Cameron Parish,2018,10.23
Louisiana,Cameron Parish,2017,9.54
Louisiana,Cameron Parish,2016,8.81
Louisiana,Cameron Parish,2015,9.54
Louisiana,Cameron Parish,2014,9.73
Louisiana,Cameron Parish,2013,8.92
Louisiana,Cameron Parish,2012,8.89
Louisiana,Cameron Parish,2011,8.93
Louisiana,Cameron Parish,2010,8.93
Louisiana,Cameron Parish,2009,8.35
Louisiana,Catahoula Parish,2018,21.62
Louisiana,Catahoula Parish,2017,22.08
Louisiana,Catahoula Parish,2016,22.08
Louisiana,Catahoula Parish,2015,22.08
Louisiana,Catahoula Parish,2014,20.55
Louisiana,Catahoula Parish,2013,20.41
Louisiana,Catahoula Parish,2012,20.41
Louisiana,Catahoula Parish,2011,21.09
Louisiana,Catahoula Parish,2010,21.03
Louisiana,Catahoula Parish,2009,23.51
Louisiana,Claiborne Parish,2018,32.14
Louisiana,Claiborne Parish,2017,30.2
Louisiana,Claiborne Parish,2016,30.37
Louisiana,Claiborne Parish,2015,28.31
Louisiana,Claiborne Parish,2014,27.66
Louisiana,Claiborne Parish,2013,27.66
Louisiana,Claiborne Parish,2012,27.2
Louisiana,Claiborne Parish,2011,28.18
Louisiana,Claiborne Parish,2010,28.18
Louisiana,Claiborne Parish,2009,28.18
Louisiana,Concordia Parish,2018,29.84
Louisiana,Concordia Parish,2017,30.45
Louisiana,Concordia Parish,2016,31.82
Louisiana,Concordia Parish,2015,31.26
Louisiana,Concordia Parish,2014,30.53
Louisiana,Concordia Parish,2013,29.97
Louisiana,Concordia Parish,2012,27.87
Louisiana,Concordia Parish,2011,29.85
Louisiana,Concordia Parish,2010,29.85
Louisiana,Concordia Parish,2009,29.85
Louisiana,De Soto Parish,2018,7.68
Louisiana,De Soto Parish,2017,66.57
Louisiana,De Soto Parish,2016,26.32
Louisiana,De Soto Parish,2015,26.39
Louisiana,De Soto Parish,2014,26.45
Louisiana,De Soto Parish,2013,26.45
Louisiana,De Soto Parish,2012,19.71
Louisiana,De Soto Parish,2011,19.76
Louisiana,De Soto Parish,2010,19.76
Louisiana,De Soto Parish,2009,19.76
Louisiana,East Baton Rouge Parish,2018,18.28
Louisiana,East Baton Rouge Parish,2017,19.05
Louisiana,East Baton Rouge Parish,2016,19.41
Louisiana,East Baton Rouge Parish,2015,19.59
Louisiana,East Baton Rouge Parish,2014,19.6
Louisiana,East Baton Rouge Parish,2013,19.15
Louisiana,East Baton Rouge Parish,2012,18.53
Louisiana,East Baton Rouge Parish,2011,18.54
Louisiana,East Baton Rouge Parish,2010,16.9
Louisiana,East Baton Rouge Parish,2009,17.68
Louisiana,East Carroll Parish,2018,2.31
Louisiana,East Carroll Parish,2017,49.57
Louisiana,East Carroll Parish,2016,50.34
Louisiana,East Carroll Parish,2015,49.75
Louisiana,East Carroll Parish,2014,47.98
Louisiana,East Carroll Parish,2013,47.98
Louisiana,East Carroll Parish,2012,46.33
Louisiana,East Carroll Parish,2011,44.9
Louisiana,East Carroll Parish,2010,44.9
Louisiana,East Carroll Parish,2009,44.9
Louisiana,East Feliciana Parish,2018,24.92
Louisiana,East Feliciana Parish,2017,15.05
Louisiana,East Feliciana Parish,2016,17.61
Louisiana,East Feliciana Parish,2015,19.26
Louisiana,East Feliciana Parish,2014,19.37
Louisiana,East Feliciana Parish,2013,15.62
Louisiana,East Feliciana Parish,2012,14.74
Louisiana,East Feliciana Parish,2011,20.57
Louisiana,East Feliciana Parish,2010,20.57
Louisiana,East Feliciana Parish,2009,20.57
Louisiana,Evangeline Parish,2018,27.91
Louisiana,Evangeline Parish,2017,26.87
Louisiana,Evangeline Parish,2016,27.67
Louisiana,Evangeline Parish,2015,27.09
Louisiana,Evangeline Parish,2014,26.61
Louisiana,Evangeline Parish,2013,23.46
Louisiana,Evangeline Parish,2012,21.81
Louisiana,Evangeline Parish,2011,22.67
Louisiana,Evangeline Parish,2010,22.67
Louisiana,Evangeline Parish,2009,22.67
Louisiana,Franklin Parish,2018,19.61
Louisiana,Franklin Parish,2017,28.64
Louisiana,Franklin Parish,2016,31.17
Louisiana,Franklin Parish,2015,30.86
Louisiana,Franklin Parish,2014,30.68
Louisiana,Franklin Parish,2013,28.09
Louisiana,Franklin Parish,2012,27.46
Louisiana,Franklin Parish,2011,28.35
Louisiana,Franklin Parish,2010,28.35
Louisiana,Franklin Parish,2009,28.35
Louisiana,Grant Parish,2018,19.68
Louisiana,Grant Parish,2017,19.84
Louisiana,Grant Parish,2016,19.17
Louisiana,Grant Parish,2015,18.44
Louisiana,Grant Parish,2014,18.31
Louisiana,Grant Parish,2013,17.22
Louisiana,Grant Parish,2012,15.62
Louisiana,Grant Parish,2011,17.1
Louisiana,Grant Parish,2010,17.1
Louisiana,Grant Parish,2009,14.35
Louisiana,Iberia Parish,2018,72.13
Louisiana,Iberia Parish,2017,20.81
Louisiana,Iberia Parish,2016,19.99
Louisiana,Iberia Parish,2015,19.67
Louisiana,Iberia Parish,2014,19.59
Louisiana,Iberia Parish,2013,19.59
Louisiana,Iberia Parish,2012,20.79
Louisiana,Iberia Parish,2011,20.88
Louisiana,Iberia Parish,2010,20.88
Louisiana,Iberia Parish,2009,20.88
Louisiana,Iberville Parish,2018,10.47
Louisiana,Iberville Parish,2017,18.87
Louisiana,Iberville Parish,2016,18.61
Louisiana,Iberville Parish,2015,18.98
Louisiana,Iberville Parish,2014,19.1
Louisiana,Iberville Parish,2013,18.07
Louisiana,Iberville Parish,2012,17.31
Louisiana,Iberville Parish,2011,17.94
Louisiana,Iberville Parish,2010,17.94
Louisiana,Iberville Parish,2009,17.94
Louisiana,Jackson Parish,2018,25.95
Louisiana,Jackson Parish,2017,25.67
Louisiana,Jackson Parish,2016,27.01
Louisiana,Jackson Parish,2015,26.77
Louisiana,Jackson Parish,2014,26.5
Louisiana,Jackson Parish,2013,21.6
Louisiana,Jackson Parish,2012,19.63
Louisiana,Jackson Parish,2011,20.2
Louisiana,Jackson Parish,2010,20.2
Louisiana,Jackson Parish,2009,13.69
Louisiana,Jefferson Davis Parish,2018,28.72
Louisiana,Jefferson Davis Parish,2017,31.41
Louisiana,Jefferson Davis Parish,2016,10.88
Louisiana,Jefferson Davis Parish,2015,20.75
Louisiana,Jefferson Davis Parish,2014,21.06
Louisiana,Jefferson Davis Parish,2013,21.06
Louisiana,Jefferson Davis Parish,2012,18.16
Louisiana,Jefferson Davis Parish,2011,18.15
Louisiana,Jefferson Davis Parish,2010,18.15
Louisiana,Jefferson Davis Parish,2009,18.15
Louisiana,Jefferson Parish,2018,15.46
Louisiana,Jefferson Parish,2017,15.91
Louisiana,Jefferson Parish,2016,16.07
Louisiana,Jefferson Parish,2015,16.7
Louisiana,Jefferson Parish,2014,16.76
Louisiana,Jefferson Parish,2013,15.34
Louisiana,Jefferson Parish,2012,15.16
Louisiana,Jefferson Parish,2011,14.05
Louisiana,Jefferson Parish,2010,13.29
Louisiana,Jefferson Parish,2009,13.07
Louisiana,Lafayette Parish,2018,12.57
Louisiana,Lafayette Parish,2017,16.55
Louisiana,Lafayette Parish,2016,16.64
Louisiana,Lafayette Parish,2015,15.99
Louisiana,Lafayette Parish,2014,16.02
Louisiana,Lafayette Parish,2013,16.02
Louisiana,Lafayette Parish,2012,16.02
Louisiana,Lafayette Parish,2011,16.27
Louisiana,Lafayette Parish,2010,16.65
Louisiana,Lafayette Parish,2009,16.65
Louisiana,Lafourche Parish,2018,4.29
Louisiana,Lafourche Parish,2017,26.54
Louisiana,Lafourche Parish,2016,15.63
Louisiana,Lafourche Parish,2015,14.9
Louisiana,Lafourche Parish,2014,14.84
Louisiana,Lafourche Parish,2013,13.22
Louisiana,Lafourche Parish,2012,13.69
Louisiana,Lafourche Parish,2011,14.54
Louisiana,Lafourche Parish,2010,14.54
Louisiana,Lafourche Parish,2009,14.54
Louisiana,LaSalle Parish,2018,21.98
Louisiana,LaSalle Parish,2017,23.33
Louisiana,LaSalle Parish,2016,23.39
Louisiana,LaSalle Parish,2015,21.29
Louisiana,LaSalle Parish,2014,20.97
Louisiana,LaSalle Parish,2013,20.97
Louisiana,LaSalle Parish,2012,10.47
Louisiana,LaSalle Parish,2011,10.43
Louisiana,LaSalle Parish,2010,10.43
Louisiana,LaSalle Parish,2009,13.54
Louisiana,Lincoln Parish,2018,29.74
Louisiana,Lincoln Parish,2017,30.42
Louisiana,Lincoln Parish,2016,31.35
Louisiana,Lincoln Parish,2015,31.98
Louisiana,Lincoln Parish,2014,32.07
Louisiana,Lincoln Parish,2013,32.07
Louisiana,Lincoln Parish,2012,28.35
Louisiana,Lincoln Parish,2011,28.52
Louisiana,Lincoln Parish,2010,28.52
Louisiana,Lincoln Parish,2009,24.32
Louisiana,Livingston Parish,2018,14.51
Louisiana,Livingston Parish,2017,11.95
Louisiana,Livingston Parish,2016,11.95
Louisiana,Livingston Parish,2015,11.95
Louisiana,Livingston Parish,2014,11.95
Louisiana,Livingston Parish,2013,11.95
Louisiana,Livingston Parish,2012,11.95
Louisiana,Livingston Parish,2011,11.95
Louisiana,Livingston Parish,2010,11.95
Louisiana,Livingston Parish,2009,11.95
Louisiana,Madison Parish,2018,11.95
Louisiana,Madison Parish,2017,11.95
Louisiana,Madison Parish,2016,11.95
Louisiana,Madison Parish,2015,11.95
Louisiana,Madison Parish,2014,11.95
Louisiana,Madison Parish,2013,11.95
Louisiana,Madison Parish,2012,11.95
Louisiana,Madison Parish,2011,11.95
Louisiana,Madison Parish,2010,11.95
Louisiana,Madison Parish,2009,11.95
Louisiana,Morehouse Parish,2018,11.95
Louisiana,Morehouse Parish,2017,11.95
Louisiana,Morehouse Parish,2016,11.95
Louisiana,Morehouse Parish,2015,11.95
Louisiana,Morehouse Parish,2014,11.95
Louisiana,Morehouse Parish,2013,11.95
Louisiana,Morehouse Parish,2012,11.95
Louisiana,Morehouse Parish,2011,11.95
Louisiana,Morehouse Parish,2010,11.95
Louisiana,Morehouse Parish,2009,11.95
Louisiana,Natchitoches Parish,2018,11.95
Louisiana,Natchitoches Parish,2017,11.95
Louisiana,Natchitoches Parish,2016,11.95
Louisiana,Natchitoches Parish,2015,11.95
Louisiana,Natchitoches Parish,2014,11.95
Louisiana,Natchitoches Parish,2013,11.95
Louisiana,Natchitoches Parish,2012,11.95
Louisiana,Natchitoches Parish,2011,11.95
Louisiana,Natchitoches Parish,2010,11.95
Louisiana,Natchitoches Parish,2009,11.95
Louisiana,Orleans Parish,2018,11.95
Louisiana,Orleans Parish,2017,11.95
Louisiana,Orleans Parish,2016,11.95
Louisiana,Orleans Parish,2015,11.95
Louisiana,Orleans Parish,2014,11.95
Louisiana,Orleans Parish,2013,11.95
Louisiana,Orleans Parish,2012,11.95
Louisiana,Orleans Parish,2011,11.95
Louisiana,Orleans Parish,2010,11.95
Louisiana,Orleans Parish,2009,11.95
Louisiana,Ouachita Parish,2018,139.51
Louisiana,Ouachita Parish,2017,24.22
Louisiana,Ouachita Parish,2016,24.09
Louisiana,Ouachita Parish,2015,24.47
Louisiana,Ouachita Parish,2014,24.68
Louisiana,Ouachita Parish,2013,24.68
Louisiana,Ouachita Parish,2012,23.22
Louisiana,Ouachita Parish,2011,23.21
Louisiana,Ouachita Parish,2010,23.21
Louisiana,Ouachita Parish,2009,23.21
Louisiana,Plaquemines Parish,2018,19.56
Louisiana,Plaquemines Parish,2017,19.37
Louisiana,Plaquemines Parish,2016,17.45
Louisiana,Plaquemines Parish,2015,16.68
Louisiana,Plaquemines Parish,2014,18.07
Louisiana,Plaquemines Parish,2013,29.27
Louisiana,Plaquemines Parish,2012,10.98
Louisiana,Plaquemines Parish,2011,10.99
Louisiana,Plaquemines Parish,2010,10.99
Louisiana,Plaquemines Parish,2009,9.52
Louisiana,Pointe Coupee Parish,2018,16.38
Louisiana,Pointe Coupee Parish,2017,17.83
Louisiana,Pointe Coupee Parish,2016,18.74
Louisiana,Pointe Coupee Parish,2015,19.55
Louisiana,Pointe Coupee Parish,2014,19.55
Louisiana,Pointe Coupee Parish,2013,17.58
Louisiana,Pointe Coupee Parish,2012,18.3
Louisiana,Pointe Coupee Parish,2011,18.49
Louisiana,Pointe Coupee Parish,2010,18.49
Louisiana,Pointe Coupee Parish,2009,18.49
Louisiana,Rapides Parish,2018,23.71
Louisiana,Rapides Parish,2017,18.62
Louisiana,Rapides Parish,2016,19.68
Louisiana,Rapides Parish,2015,20.76
Louisiana,Rapides Parish,2014,20.77
Louisiana,Rapides Parish,2013,20.77
Louisiana,Rapides Parish,2012,20.16
Louisiana,Rapides Parish,2011,19.86
Louisiana,Rapides Parish,2010,19.86
Louisiana,Rapides Parish,2009,16.51
Louisiana,Red River Parish,2018,16.29
Louisiana,Red River Parish,2017,20.58
Louisiana,Red River Parish,2016,20.81
Louisiana,Red River Parish,2015,22.56
Louisiana,Red River Parish,2014,22.26
Louisiana,Red River Parish,2013,22.26
Louisiana,Red River Parish,2012,21.83
Louisiana,Red River Parish,2011,21.01
Louisiana,Red River Parish,2010,21.01
Louisiana,Red River Parish,2009,21.01
Louisiana,Richland Parish,2018,37.03
Louisiana,Richland Parish,2017,28.95
Louisiana,Richland Parish,2016,24.49
Louisiana,Richland Parish,2015,22.75
Louisiana,Richland Parish,2014,20.9
Louisiana,Richland Parish,2013,20.46
Louisiana,Richland Parish,2012,19.89
Louisiana,Richland Parish,2011,20.19
Louisiana,Richland Parish,2010,20.19
Louisiana,Richland Parish,2009,20.19
Louisiana,Sabine Parish,2018,21.38
Louisiana,Sabine Parish,2017,19.55
Louisiana,Sabine Parish,2016,19.48
Louisiana,Sabine Parish,2015,19.51
Louisiana,Sabine Parish,2014,19.88
Louisiana,Sabine Parish,2013,8.5
Louisiana,Sabine Parish,2012,20.22
Louisiana,Sabine Parish,2011,21.17
Louisiana,Sabine Parish,2010,21.17
Louisiana,Sabine Parish,2009,21.17
Louisiana,St. Bernard Parish,2018,28.2
Louisiana,St. Bernard Parish,2017,19.6
Louisiana,St. Bernard Parish,2016,19.95
Louisiana,St. Bernard Parish,2015,19.39
Louisiana,St. Bernard Parish,2014,19.34
Louisiana,St. Bernard Parish,2013,16.94
Louisiana,St. Bernard Parish,2012,17.53
Louisiana,St. Bernard Parish,2011,18.24
Louisiana,St. Bernard Parish,2010,18.24
Louisiana,St. Bernard Parish,2009,18.24
Louisiana,St. Charles Parish,2018,11.58
Louisiana,St. Charles Parish,2017,11.86
Louisiana,St. Charles Parish,2016,12.52
Louisiana,St. Charles Parish,2015,12.27
Louisiana,St. Charles Parish,2014,11.85
Louisiana,St. Charles Parish,2013,11.85
Louisiana,St. Charles Parish,2012,12.56
Louisiana,St. Charles Parish,2011,12.85
Louisiana,St. Charles Parish,2010,12.85
Louisiana,St. Charles Parish,2009,12.85
Louisiana,St. Helena Parish,2018,13.32
Louisiana,St. Helena Parish,2017,23.94
Louisiana,St. Helena Parish,2016,27.53
Louisiana,St. Helena Parish,2015,27.24
Louisiana,St. Helena Parish,2014,26.91
Louisiana,St. Helena Parish,2013,26.57
Louisiana,St. Helena Parish,2012,25.92
Louisiana,St. Helena Parish,2011,26.11
Louisiana,St. Helena Parish,2010,26.11
Louisiana,St. Helena Parish,2009,26.11
Louisiana,St. James Parish,2018,18.03
Louisiana,St. James Parish,2017,16.19
Louisiana,St. James Parish,2016,16.25
Louisiana,St. James Parish,2015,17.67
Louisiana,St. James Parish,2014,17.99
Louisiana,St. James Parish,2013,16.14
Louisiana,St. James Parish,2012,15.73
Louisiana,St. James Parish,2011,15.95
Louisiana,St. James Parish,2010,15.95
Louisiana,St. James Parish,2009,15.95
Louisiana,St. John the Baptist Parish,2018,23.74
Louisiana,St. John the Baptist Parish,2017,18.59
Louisiana,St. John the Baptist Parish,2016,18.11
Louisiana,St. John the Baptist Parish,2015,18.2
Louisiana,St. John the Baptist Parish,2014,18.17
Louisiana,St. John the Baptist Parish,2013,18.17
Louisiana,St. John the Baptist Parish,2012,16.13
Louisiana,St. John the Baptist Parish,2011,15.85
Louisiana,St. John the Baptist Parish,2010,15.85
Louisiana,St. John the Baptist Parish,2009,15.85
Louisiana,St. Landry Parish,2018,29.18
Louisiana,St. Landry Parish,2017,28.2
Louisiana,St. Landry Parish,2016,27.96
Louisiana,St. Landry Parish,2015,27.92
Louisiana,St. Landry Parish,2014,27.92
Louisiana,St. Landry Parish,2013,27.92
Louisiana,St. Landry Parish,2012,26.39
Louisiana,St. Landry Parish,2011,26.37
Louisiana,St. Landry Parish,2010,26.37
Louisiana,St. Landry Parish,2009,26.37
Louisiana,St. Martin Parish,2018,14.41
Louisiana,St. Martin Parish,2017,17.62
Louisiana,St. Martin Parish,2016,17.29
Louisiana,St. Martin Parish,2015,17.81
Louisiana,St. Martin Parish,2014,17.88
Louisiana,St. Martin Parish,2013,17.88
Louisiana,St. Martin Parish,2012,18.0
Louisiana,St. Martin Parish,2011,18.09
Louisiana,St. Martin Parish,2010,18.09
Louisiana,St. Martin Parish,2009,18.09
Louisiana,St. Mary Parish,2018,18.83
Louisiana,St. Mary Parish,2017,19.53
Louisiana,St. Mary Parish,2016,21.54
Louisiana,St. Mary Parish,2015,19.21
Louisiana,St. Mary Parish,2014,16.06
Louisiana,St. Mary Parish,2013,16.06
Louisiana,St. Mary Parish,2012,20.56
Louisiana,St. Mary Parish,2011,20.34
Louisiana,St. Mary Parish,2010,20.34
Louisiana,St. Mary Parish,2009,20.34
Louisiana,St. Tammany Parish,2018,15.33
Louisiana,St. Tammany Parish,2017,10.76
Louisiana,St. Tammany Parish,2016,11.12
Louisiana,St. Tammany Parish,2015,11.45
Louisiana,St. Tammany Parish,2014,11.44
Louisiana,St. Tammany Parish,2013,10.56
Louisiana,St. Tammany Parish,2012,10.7
Louisiana,St. Tammany Parish,2011,10.78
Louisiana,St. Tammany Parish,2010,10.78
Louisiana,St. Tammany Parish,2009,10.78
Louisiana,Tangipahoa Parish,2018,7.43
Louisiana,Tangipahoa Parish,2017,48.49
Louisiana,Tangipahoa Parish,2016,22.12
Louisiana,Tangipahoa Parish,2015,22.03
Louisiana,Tangipahoa Parish,2014,22.17
Louisiana,Tangipahoa Parish,2013,19.62
Louisiana,Tangipahoa Parish,2012,21.46
Louisiana,Tangipahoa Parish,2011,22.12
Louisiana,Tangipahoa Parish,2010,22.12
Louisiana,Tangipahoa Parish,2009,19.04
Louisiana,Tensas Parish,2018,5.9
Louisiana,Tensas Parish,2017,38.79
Louisiana,Tensas Parish,2016,34.47
Louisiana,Tensas Parish,2015,34.46
Louisiana,Tensas Parish,2014,35.42
Louisiana,Tensas Parish,2013,33.57
Louisiana,Tensas Parish,2012,29.93
Louisiana,Tensas Parish,2011,30.87
Louisiana,Tensas Parish,2010,30.87
Louisiana,Tensas Parish,2009,30.87
Louisiana,Terrebonne Parish,2018,28.45
Louisiana,Terrebonne Parish,2017,20.53
Louisiana,Terrebonne Parish,2016,20.19
Louisiana,Terrebonne Parish,2015,19.57
Louisiana,Terrebonne Parish,2014,19.51
Louisiana,Terrebonne Parish,2013,19.51
Louisiana,Terrebonne Parish,2012,16.74
Louisiana,Terrebonne Parish,2011,16.76
Louisiana,Terrebonne Parish,2010,16.76
Louisiana,Terrebonne Parish,2009,16.76
Louisiana,Union Parish,2018,7.89
Louisiana,Union Parish,2017,20.59
Louisiana,Union Parish,2016,24.59
Louisiana,Union Parish,2015,27.8
Louisiana,Union Parish,2014,28.07
Louisiana,Union Parish,2013,26.69
Louisiana,Union Parish,2012,25.09
Louisiana,Union Parish,2011,25.24
Louisiana,Union Parish,2010,25.24
Louisiana,Union Parish,2009,25.24
Louisiana,Vermilion Parish,2018,33.75
Louisiana,Vermilion Parish,2017,17.73
Louisiana,Vermilion Parish,2016,17.37
Louisiana,Vermilion Parish,2015,17.74
Louisiana,Vermilion Parish,2014,17.81
Louisiana,Vermilion Parish,2013,16.31
Louisiana,Vermilion Parish,2012,16.51
Louisiana,Vermilion Parish,2011,16.94
Louisiana,Vermilion Parish,2010,16.94
Louisiana,Vermilion Parish,2009,16.94
Louisiana,Vernon Parish,2018,16.44
Louisiana,Vernon Parish,2017,17.15
Louisiana,Vernon Parish,2016,14.5
Louisiana,Vernon Parish,2015,14.62
Louisiana,Vernon Parish,2014,14.72
Louisiana,Vernon Parish,2013,14.72
Louisiana,Vernon Parish,2012,12.62
Louisiana,Vernon Parish,2011,12.65
Louisiana,Vernon Parish,2010,12.65
Louisiana,Vernon Parish,2009,12.65
Louisiana,Washington Parish,2018,26.38
Louisiana,Washington Parish,2017,26.39
Louisiana,Washington Parish,2016,26.41
Louisiana,Washington Parish,2015,26.51
Louisiana,Washington Parish,2014,26.44
Louisiana,Washington Parish,2013,23.6
Louisiana,Washington Parish,2012,24.47
Louisiana,Washington Parish,2011,24.82
Louisiana,Washington Parish,2010,22.87
Louisiana,Washington Parish,2009,21.6
Louisiana,Webster Parish,2018,22.97
Louisiana,Webster Parish,2017,25.22
Louisiana,Webster Parish,2016,24.79
Louisiana,Webster Parish,2015,23.69
Louisiana,Webster Parish,2014,23.56
Louisiana,Webster Parish,2013,21.32
Louisiana,Webster Parish,2012,21.09
Louisiana,Webster Parish,2011,21.61
Louisiana,Webster Parish,2010,21.61
Louisiana,Webster Parish,2009,19.22
Louisiana,West Baton Rouge Parish,2018,10.12
Louisiana,West Baton Rouge Parish,2017,16.83
Louisiana,West Baton Rouge Parish,2016,19.84
Louisiana,West Baton Rouge Parish,2015,19.52
Louisiana,West Baton Rouge Parish,2014,19.43
Louisiana,West Baton Rouge Parish,2013,19.43
Louisiana,West Baton Rouge Parish,2012,14.84
Louisiana,West Baton Rouge Parish,2011,14.93
Louisiana,West Baton Rouge Parish,2010,14.93
Louisiana,West Baton Rouge Parish,2009,14.93
Louisiana,West Carroll Parish,2018,11.96
Louisiana,West Carroll Parish,2017,22.2
Louisiana,West Carroll Parish,2016,23.72
Louisiana,West Carroll Parish,2015,25.69
Louisiana,West Carroll Parish,2014,25.79
Louisiana,West Carroll Parish,2013,22.76
Louisiana,West Carroll Parish,2012,21.93
Louisiana,West Carroll Parish,2011,22.64
Louisiana,West Carroll Parish,2010,22.64
Louisiana,West Carroll Parish,2009,22.64
Louisiana,West Feliciana Parish,2018,15.14
Louisiana,West Feliciana Parish,2017,13.11
Louisiana,West Feliciana Parish,2016,15.15
Louisiana,West Feliciana Parish,2015,15.56
Louisiana,West Feliciana Parish,2014,15.96
Louisiana,West Feliciana Parish,2013,15.96
Louisiana,West Feliciana Parish,2012,14.81
Louisiana,West Feliciana Parish,2011,15.28
Louisiana,West Feliciana Parish,2010,15.28
Louisiana,West Feliciana Parish,2009,15.28
Louisiana,Winn Parish,2018,23.46
Louisiana,Winn Parish,2017,26.7
Louisiana,Winn Parish,2016,16.18
Louisiana,Winn Parish,2015,18.78
Louisiana,Winn Parish,2014,26.42
Louisiana,Winn Parish,2013,21.42
Louisiana,Winn Parish,2012,19.59
Louisiana,Winn Parish,2011,20.77
Louisiana,Winn Parish,2010,20.77
Louisiana,Winn Parish,2009,23.1
Maine,Androscoggin County,2018,13.22
Maine,Androscoggin County,2017,14.05
Maine,Androscoggin County,2016,14.71
Maine,Androscoggin County,2015,15.67
Maine,Androscoggin County,2014,15.69
Maine,Androscoggin County,2013,15.69
Maine,Androscoggin County,2012,15.03
Maine,Androscoggin County,2011,14.85
Maine,Androscoggin County,2010,14.85
Maine,Androscoggin County,2009,7.25
Maine,Aroostook County,2018,17.13
Maine,Aroostook County,2017,17.47
Maine,Aroostook County,2016,17.73
Maine,Aroostook County,2015,18.54
Maine,Aroostook County,2014,18.53
Maine,Aroostook County,2013,16.0
Maine,Aroostook County,2012,15.73
Maine,Aroostook County,2011,14.92
Maine,Aroostook County,2010,14.44
Maine,Aroostook County,2009,15.35
Maine,Cumberland County,2018,14.81
Maine,Cumberland County,2017,10.17
Maine,Cumberland County,2016,11.07
Maine,Cumberland County,2015,11.57
Maine,Cumberland County,2014,11.62
Maine,Cumberland County,2013,11.07
Maine,Cumberland County,2012,10.61
Maine,Cumberland County,2011,11.06
Maine,Cumberland County,2010,6.0
Maine,Cumberland County,2009,15.63
Maine,Franklin County,2018,6.3
Maine,Franklin County,2017,12.33
Maine,Franklin County,2016,14.0
Maine,Franklin County,2015,14.7
Maine,Franklin County,2014,14.77
Maine,Franklin County,2013,14.77
Maine,Franklin County,2012,17.12
Maine,Franklin County,2011,17.11
Maine,Franklin County,2010,17.11
Maine,Franklin County,2009,17.11
Maine,Hancock County,2018,11.2
Maine,Hancock County,2017,11.38
Maine,Hancock County,2016,12.0
Maine,Hancock County,2015,13.42
Maine,Hancock County,2014,13.53
Maine,Hancock County,2013,13.19
Maine,Hancock County,2012,12.51
Maine,Hancock County,2011,12.69
Maine,Hancock County,2010,12.69
Maine,Hancock County,2009,10.41
Maine,Kennebec County,2018,20.4
Maine,Kennebec County,2017,13.77
Maine,Kennebec County,2016,14.51
Maine,Kennebec County,2015,13.96
Maine,Kennebec County,2014,13.84
Maine,Kennebec County,2013,13.05
Maine,Kennebec County,2012,12.36
Maine,Kennebec County,2011,12.54
Maine,Kennebec County,2010,12.54
Maine,Kennebec County,2009,12.54
Maine,Knox County,2018,5.96
Maine,Knox County,2017,11.31
Maine,Knox County,2016,11.97
Maine,Knox County,2015,11.59
Maine,Knox County,2014,11.17
Maine,Knox County,2013,11.17
Maine,Knox County,2012,11.52
Maine,Knox County,2011,11.5
Maine,Knox County,2010,11.5
Maine,Knox County,2009,11.5
Maine,Lincoln County,2018,10.98
Maine,Lincoln County,2017,11.8
Maine,Lincoln County,2016,12.02
Maine,Lincoln County,2015,12.1
Maine,Lincoln County,2014,12.14
Maine,Lincoln County,2013,12.14
Maine,Lincoln County,2012,11.17
Maine,Lincoln County,2011,11.09
Maine,Lincoln County,2010,11.09
Maine,Lincoln County,2009,11.09
Maine,Oxford County,2018,23.71
Maine,Oxford County,2017,15.37
Maine,Oxford County,2016,16.61
Maine,Oxford County,2015,17.41
Maine,Oxford County,2014,17.5
Maine,Oxford County,2013,17.5
Maine,Oxford County,2012,14.5
Maine,Oxford County,2011,14.53
Maine,Oxford County,2010,14.53
Maine,Oxford County,2009,14.53
Maine,Penobscot County,2018,14.53
Maine,Penobscot County,2017,15.66
Maine,Penobscot County,2016,15.87
Maine,Penobscot County,2015,15.87
Maine,Penobscot County,2014,15.87
Maine,Penobscot County,2013,15.87
Maine,Penobscot County,2012,15.87
Maine,Penobscot County,2011,15.87
Maine,Penobscot County,2010,15.87
Maine,Penobscot County,2009,15.87
